I_wf,I_wr,r_f,r_r,c_r,k_d,c_v,i_gear,g
2.399999999999999911e+00,2.399999999999999911e+00,3.639999999999999902e-01,3.629999999999999893e-01,1.200000000000000025e-02,1.000999999999999890e+00,5.000000000000000104e-03,1.016300000000000026e+01,9.810000000000000497e+00
