curv,steer,time
0.0,0.0,0.0
-3.408942065288052e-17,0.0,0.05
-8.380230954804793e-17,0.0,0.1
4.090751045101307e-15,0.0,0.15000000000000002
3.282946736212327e-14,0.0,0.2
1.8092153192772654e-14,0.0,0.25
-4.0673209468855694e-14,0.0,0.30000000000000004
-4.721338663280879e-14,0.0,0.35000000000000003
-2.9496969313387505e-15,0.0,0.4
5.147821012499692e-14,0.0,0.45
4.574251573291613e-15,0.0,0.5
-2.4701479174681503e-14,0.0,0.55
-6.104594994754861e-14,0.0,0.6000000000000001
1.2385116242698556e-14,0.0,0.65
3.286794737665836e-14,0.0,0.7000000000000001
5.715479493307764e-14,0.0,0.75
1.6114535517488874e-14,0.0,0.8
-3.54738923762274e-14,0.0,0.8500000000000001
-1.481521762214268e-14,0.0,0.9
-1.8071496238546383e-14,0.0,0.9500000000000001
-1.5801874631654902e-14,0.0,1.0
2.0129995359631642e-14,0.0,1.05
-6.03682862297768e-15,0.0,1.1
5.424640772228244e-14,0.0,1.1500000000000001
-2.7593038002472544e-14,0.0,1.2000000000000002
-3.205175319028824e-14,0.0,1.25
-3.826188099894818e-14,0.0,1.3
6.819640806547677e-14,0.0,1.35
7.446537177617583e-15,0.0,1.4000000000000001
-2.682197785339525e-14,0.0,1.4500000000000002
7.826958893644141e-15,0.0,1.5
2.7112618821010858e-14,0.0,1.55
-1.1426681935769072e-14,0.0,1.6
-4.167819444488359e-14,0.0,1.6500000000000001
-1.6700536729132537e-14,0.0,1.7000000000000002
5.0242148896534967e-14,0.0,1.75
6.373220812730754e-14,0.0,1.8
-3.4546573542988617e-15,0.0,1.85
-4.817804348456573e-14,0.0,1.9000000000000001
-2.1599612848232146e-14,0.0,1.9500000000000002
1.6726460345391954e-14,0.0,2.0
5.85354915975594e-14,0.0,2.0500000000000003
4.14856746904498e-14,0.0,2.1
-4.0233323706545426e-14,0.0,2.15
-4.5817017482553235e-14,0.0,2.2
1.9138756121922352e-15,0.0,2.25
3.389459615449225e-14,0.0,2.3000000000000003
1.8650044621711938e-14,0.0,2.35
2.7182636488379924e-14,0.0,2.4000000000000004
-4.8659640372761245e-14,0.0,2.45
8.207083226650804e-15,0.0,2.5
-1.1792271522527902e-14,0.0,2.5500000000000003
2.1909797039908568e-14,0.0,2.6
-7.169704694299458e-15,0.0,2.6500000000000004
-1.2323503846660454e-14,0.0,2.7
-6.609016804347377e-15,0.0,2.75
-2.7460733289598132e-14,0.0,2.8000000000000003
-3.633215281590824e-15,0.0,2.85
-2.4830285879487908e-14,0.0,2.9000000000000004
2.78133838112389e-14,0.0,2.95
2.0967727442714265e-14,0.0,3.0
1.3140340962052545e-15,0.0,3.0500000000000003
4.057193710099923e-15,0.0,3.1
-1.4310931490028146e-14,0.0,3.1500000000000004
-7.410022986514764e-15,0.0,3.2
4.4603482981918215e-15,0.0,3.25
6.688861193624632e-15,0.0,3.3000000000000003
-3.265190083703415e-14,0.0,3.35
-3.513056097398821e-14,0.0,3.4000000000000004
-1.1161933564275865e-14,0.0,3.45
4.797361759578606e-15,0.0,3.5
4.4662587549960556e-14,0.0,3.5500000000000003
5.698309279575747e-14,0.0,3.6
2.3912992192902234e-15,0.0,3.6500000000000004
-9.775429457095604e-14,0.0,3.7
-5.870254296425345e-14,0.0,3.75
5.149706154579143e-14,0.0,3.8000000000000003
1.3028370740507497e-13,0.0,3.85
5.828090415630913e-14,0.0,3.9000000000000004
-1.237939306644825e-13,0.0,3.95
-1.1567486384121546e-13,0.0,4.0
2.2122920288775754e-05,0.019657314405651456,4.05
0.0004772527915248685,0.07565465588030934,4.1000000000000005
0.0019399028936574543,0.16368099500768413,4.15
0.004388333154020704,0.2799055189664923,4.2
0.007288619926548155,0.4209212368683564,4.25
0.010278597359644997,0.5836952313032124,4.3
0.01348653534266225,0.7655247749153089,4.3500000000000005
0.017188660038003192,0.9639986226327483,4.4
0.021373442493302655,1.1769628711841482,4.45
0.02578191786120654,1.4024908490254306,4.5
0.030253144134404934,1.6388565628869973,4.55
0.03488650732182968,1.8845112828242876,4.6000000000000005
0.03980164524386948,2.138062896784079,4.65
0.04494085869161386,2.3982577090543504,4.7
0.05014907232984765,2.663964395225276,4.75
0.055364341478292056,2.9341598600522327,4.800000000000001
0.06064872179608484,3.2079167744067365,4.8500000000000005
0.06606370703946139,3.484392593794812,4.9
0.0715772298613328,3.762819884125205,4.95
0.07710760048059113,4.04249780088649,5.0
0.08261793144554258,4.322784585961689,5.050000000000001
0.08818867051742534,4.603090962255329,5.1000000000000005
0.09389679859618044,4.882874320380042,5.15
0.0996534450468464,5.161633604068171,5.2
0.10533699482548639,5.438904811933067,5.25
0.11093705405249825,5.714257042875819,5.300000000000001
0.11652920359265301,5.987289020967818,5.3500000000000005
0.12215246318533719,6.257626043171722,5.4
0.12776163898337203,6.524917299909623,5.45
0.13329503334182685,6.788833524353563,5.5
0.13874642449882332,7.049064931489827,5.550000000000001
0.1442002955737355,7.3053194125768375,5.6000000000000005
0.14975520279980523,7.55732095464835,5.65
0.15531111984969223,7.804808258271467,5.7
0.16071612481931513,8.047533529909389,5.75
0.16595493113715606,8.285261428009898,5.800000000000001
0.17112814265875595,8.517768144386503,5.8500000000000005
0.1762956205665576,8.744840604617718,5.9
0.1814072646667939,8.96627577309531,5.95
0.18638466436206175,9.181880050033737,6.0
0.19121680514250045,9.391468749236907,6.050000000000001
0.19594963510590505,9.594865646728957,6.1000000000000005
0.20060883604470536,9.791902591511635,6.15
0.20518905639575508,9.982419170731449,6.2
0.2097075859195567,10.166262422441262,6.25
0.21411858440648945,10.34328658993589,6.300000000000001
0.21836161780741975,10.513352912343652,6.3500000000000005
0.22242856890284476,10.676329446776009,6.4
0.22635165226157963,10.832090917884463,6.45
0.23014692100856818,10.980518591157454,6.5
0.23379276630548504,11.12150016671697,6.550000000000001
0.23725928705436788,11.254929690751247,6.6000000000000005
0.24053935630883222,11.380707482053431,6.65
0.24364389732262262,11.498740071429683,6.7
0.24657690406362984,11.60894015200066,6.75
0.24932519591556807,11.711226538649573,6.800000000000001
0.2518712169211668,11.805524135073478,6.8500000000000005
0.2542085446057885,11.891763907073342,6.9
0.25634145471882047,11.96988286087783,6.95
0.2582724037162954,12.039824025435438,7.0
0.25999449339158937,12.101536437734433,7.050000000000001
0.2614966950306192,12.154975130319459,7.1000000000000005
0.26277317902942837,12.200101120271274,7.15
0.2638251669840586,12.23688139900247,7.2
0.26465490619009374,12.26528892229795,7.25
0.26526048663080337,12.285302600097099,7.300000000000001
0.26563713920535337,12.296907285574633,7.3500000000000005
0.2657818901841704,12.300093763130347,7.4
0.26569549410564486,12.294858734945604,7.45
0.2653802683754593,12.281204805806315,7.5
0.26483742419639905,12.259140465930026,7.550000000000001
0.26406704077017257,12.22868007156798,7.6000000000000005
0.263069947881142,12.189843823182835,7.65
0.2618487880908006,12.142657741029403,7.7
0.2604071927326509,12.087153637989784,7.75
0.2587484852442417,12.023369089535125,7.800000000000001
0.2568755582146252,11.951347400706087,7.8500000000000005
0.2547918101806883,11.871137570020503,7.9
0.25250177840306354,11.782794250232897,7.95
0.2500107249737803,11.68637770588388,8.0
0.24732381065603667,11.581953767590628,8.05
0.2444458538890567,11.469593783040539,8.1
0.24138179936429704,11.349374564660938,8.15
0.2381371783785994,11.221378333946866,8.200000000000001
0.2347180022725417,11.08569266243778,8.25
0.2311302964602049,10.94241040934168,8.3
0.22737984333828332,10.791629655812603,8.35
0.22347233358070875,10.633453635893904,8.4
0.21941361609513013,10.467990664145804,8.450000000000001
0.21520970470546796,10.295354059981603,8.5
0.2108665685189244,10.115662068741884,8.55
0.20638997956299981,9.929037779541124,8.6
0.20178553847907899,9.735609039925569,8.65
0.19708717376373133,9.535508367385322,8.700000000000001
0.19235316948568845,9.328872857768026,8.75
0.18754268005421332,9.115844090644654,8.8
0.1825833134083106,8.896568031681719,8.85
0.17747035630439634,8.671194932077675,8.9
0.1722621991924053,8.439879225123912,8.950000000000001
0.1670011269151085,8.202779419954304,9.0
0.161672377298426,7.960057992549288,9.05
0.15624148350794687,7.711881274063979,9.1
0.1507060253906899,7.458419336551539,9.15
0.14509594994230965,7.199845876155792,9.200000000000001
0.1394341282531782,6.93633809384935,9.25
0.13374983264438411,6.668076573795384,9.3
0.12811126474000437,6.3952451594135145,9.35
0.12245542499660546,6.1180308272320465,9.4
0.1166793227406897,5.836623558610634,9.450000000000001
0.11077728591771188,5.551216209419178,9.5
0.10482952926311451,5.2620043777605225,9.55
0.09888915277743926,4.9691862698258555,9.600000000000001
0.0929288117837981,4.672962563973536,9.65
0.08689820690056112,4.373536273122869,9.700000000000001
0.08079518817097357,4.0711126055565225,9.75
0.07470621526040176,3.765898824225549,9.8
0.06871266248185838,3.4581041046527767,9.850000000000001
0.06272447408966203,3.147939391531292,9.9
0.056625262067807804,2.8356172541152556,9.950000000000001
0.05042409055950891,2.5213517405020776,10.0
0.044220005662191184,2.205358230904811,10.05
0.03806556820698554,1.887853290015152,10.100000000000001
0.03191908848461981,1.5690545185577784,10.15
0.025722374177980428,1.2491804041371761,10.200000000000001
0.01949660108380773,0.9284501714792825,10.25
0.013307570788393836,0.6070836321698809,10.3
0.0071494932711096216,0.28530103399270657,10.350000000000001
0.0009707217683395159,-0.0366770900296799,10.4
-0.00524746723040163,-0.3586300727892364,10.450000000000001
-0.011470348884382729,-0.6803372643361649,10.5
-0.017659198675953745,-1.0015781831099149,10.55
-0.02381417026502158,-1.3221326670537303,10.600000000000001
-0.029963810923820663,-1.641781024509282,10.65
-0.036152514870351385,-1.96030418478831,10.700000000000001
-0.04236998663789098,-2.277483848317769,10.75
-0.04855631144237817,-2.5931026362560523,10.8
-0.05468069534541211,-2.906944239477603,10.850000000000001
-0.060766675358416254,-3.218793566823868,10.9
-0.06684563270588281,-3.5284368925192773,10.950000000000001
-0.07291190374776707,-3.835662002650853,11.0
-0.07893398293607419,-4.14025834061151,11.05
-0.08490574381478688,-4.442017151407194,11.100000000000001
-0.09092324657291033,-4.740731624728952,11.15
-0.09700088380326444,-5.036197036692187,11.200000000000001
-0.10302808182058266,-5.328210890145551,11.25
-0.10892711568363767,-5.616573053453707,11.3
-0.11473528501973983,-5.901085897658708,11.350000000000001
-0.12052785161447974,-6.181554431926042,11.4
-0.12631255499650723,-6.457786437182482,11.450000000000001
-0.13203208825638843,-6.729592597854261,11.5
-0.1376459936510496,-6.996786631615139,11.55
-0.1431997802360958,-7.259185417055691,11.600000000000001
-0.14882583640837624,-7.516609119186075,11.65
-0.1544799901472232,-7.768881312686453,11.700000000000001
-0.16000522096929998,-8.015829102820508,11.75
-0.16534275197994577,-8.257283243929205,11.8
-0.17057475565054628,-8.493078255423725,11.850000000000001
-0.1757851062255394,-8.723052535197766,11.9
-0.180951336082384,-8.9470484703819,11.950000000000001
-0.18599253760311613,-9.164912545363729,12.0
-0.19087675460454975,-9.376495447000062,12.05
-0.1956418058900112,-9.581652166948873,12.100000000000001
-0.200325557454448,-9.780242101050861,12.15
-0.20493262115423633,-9.972129145692735,12.200000000000001
-0.20948131260156003,-10.157181791085867,12.25
-0.21392173196904993,-10.335273211396743,12.3
-0.21818758985258366,-10.506281351667026,12.350000000000001
-0.22227099251311086,-10.67008901146415,12.4
-0.22620945844502674,-10.826583925204572,12.450000000000001
